unique_code,make_slug,make_name,model_slug,model_name,year,trim_slug,trim_name,variant_slug,variant_name,vehicle_type,drivetrain,system_power_kw,system_torque_nm,battery_capacity_gross_kwh,battery_capacity_net_kwh,battery_chemistry,dc_max_power_kw,ac_max_power_kw,range_wltp_km,range_epa_km,acceleration_0_100_s,top_speed_kmh,charge_connectors,sources
citroen:e_spacetourer:2025:e_spacetourer,citroen,Citroën,e_spacetourer,ë-Spacetourer,2025,base,Base,,,Van,Fwd,100,260,50,46,li-ion,100,11,230,,12.5,130,Ccs2,https://www.citroen.com
cupra:born:2023:born,cupra,Cupra,born,Born,2023,base,Base,,,PassengerCar,Rwd,150,310,62,58,li-ion,135,11,420,,7.3,160,Ccs2,https://www.cupraofficial.com
cupra:born:2023:born_77kwh,cupra,Cupra,born,Born,2023,base,Base,77kwh,77 kWh,PassengerCar,Rwd,170,310,82,77,li-ion,170,11,540,,6.6,160,Ccs2,https://www.cupraofficial.com
cupra:born:2024:born,cupra,Cupra,born,Born,2024,base,Base,,,PassengerCar,Rwd,150,310,62,58,li-ion,135,11,425,,7.3,160,Ccs2,https://www.cupraofficial.com
cupra:born:2024:born_77kwh,cupra,Cupra,born,Born,2024,base,Base,77kwh,77 kWh,PassengerCar,Rwd,170,310,82,77,li-ion,170,11,545,,6.6,160,Ccs2,https://www.cupraofficial.com
cupra:born:2025:born,cupra,Cupra,born,Born,2025,base,Base,,,PassengerCar,Rwd,150,310,62,58,li-ion,135,11,430,,7.3,160,Ccs2,https://www.cupraofficial.com
cupra:born:2025:born_77kwh,cupra,Cupra,born,Born,2025,base,Base,77kwh,77 kWh,PassengerCar,Rwd,170,310,82,77,li-ion,170,11,550,,6.6,160,Ccs2,https://www.cupraofficial.com
cupra:raval:2025:raval,cupra,Cupra,raval,Raval,2025,base,Base,,,PassengerCar,Fwd,166,290,58,55,li-ion,125,11,440,,6.9,160,Ccs2,https://www.cupraofficial.com
cupra:raval:2025:raval_vz,cupra,Cupra,raval,Raval,2025,vz,VZ,vz,VZ,PassengerCar,Fwd,175,310,58,55,li-ion,125,11,430,,6.4,180,Ccs2,https://www.cupraofficial.com
cupra:tavascan:2024:tavascan,cupra,Cupra,tavascan,Tavascan,2024,base,Base,,,Suv,Rwd,210,545,82,77,li-ion,175,11,450,,6.5,180,Ccs2,https://www.cupraofficial.com
cupra:tavascan:2024:tavascan_vz,cupra,Cupra,tavascan,Tavascan,2024,vz,VZ,vz,VZ,Suv,Awd,250,679,82,77,li-ion,185,11,440,,5.6,180,Ccs2,https://www.cupraofficial.com
cupra:tavascan:2025:tavascan,cupra,Cupra,tavascan,Tavascan,2025,base,Base,,,Suv,Rwd,210,545,82,77,li-ion,175,11,455,,6.5,180,Ccs2,https://www.cupraofficial.com
cupra:tavascan:2025:tavascan_vz,cupra,Cupra,tavascan,Tavascan,2025,vz,VZ,vz,VZ,Suv,Awd,250,679,82,77,li-ion,185,11,445,,5.6,180,Ccs2,https://www.cupraofficial.com
dacia:spring:2023:spring,dacia,Dacia,spring,Spring,2023,essential,Essential,,,Suv,Fwd,33,125,26.8,26.8,li-ion,30,7.4,230,,19.1,125,Ccs2,https://www.dacia.pt/gama/dacia-spring-eletrico.html|https://www.dacia.de/modelle/dacia-spring.html
dacia:spring:2023:spring_comfort,dacia,Dacia,spring,Spring,2023,essential,Essential,comfort,Comfort,Suv,Fwd,33,125,26.8,26.8,li-ion,30,7.4,230,,19.1,125,Ccs2,https://www.dacia.pt/gama/dacia-spring-eletrico.html
dacia:spring:2023:spring_extreme,dacia,Dacia,spring,Spring,2023,essential,Essential,extreme,Extreme,Suv,Fwd,48,160,26.8,26.8,li-ion,30,7.4,230,,13.7,125,Ccs2,https://www.dacia.pt/gama/dacia-spring-eletrico.html
dacia:spring:2024:spring,dacia,Dacia,spring,Spring,2024,essential,Essential,,,Suv,Fwd,33,125,26.8,26.8,li-ion,30,7.4,230,,19.1,125,Ccs2,https://www.dacia.pt/gama/dacia-spring-eletrico.html|https://www.dacia.de/modelle/dacia-spring.html
dacia:spring:2024:spring_comfort,dacia,Dacia,spring,Spring,2024,essential,Essential,comfort,Comfort,Suv,Fwd,33,125,26.8,26.8,li-ion,30,7.4,230,,19.1,125,Ccs2,https://www.dacia.pt/gama/dacia-spring-eletrico.html
dacia:spring:2024:spring_extreme,dacia,Dacia,spring,Spring,2024,essential,Essential,extreme,Extreme,Suv,Fwd,48,160,26.8,26.8,li-ion,30,7.4,230,,13.7,125,Ccs2,https://www.dacia.pt/gama/dacia-spring-eletrico.html
dacia:spring:2025:spring,dacia,Dacia,spring,Spring,2025,essential,Essential,,,Suv,Fwd,51,150,24.3,24.3,lfp,30,7.4,220,,14,125,Ccs2,https://www.dacia.pt/gama/dacia-spring-eletrico.html|https://imprensa.renaultgroup.com/dacia-spring-uma-experiencia-de-conducao-otimizada-a-um-preco-acessivel/
dacia:spring:2025:spring_comfort,dacia,Dacia,spring,Spring,2025,essential,Essential,comfort,Comfort,Suv,Fwd,51,150,24.3,24.3,lfp,30,7.4,220,,14,125,Ccs2,https://www.dacia.pt/gama/dacia-spring-eletrico.html
dacia:spring:2025:spring_extreme,dacia,Dacia,spring,Spring,2025,essential,Essential,extreme,Extreme,Suv,Fwd,74,200,24.3,24.3,lfp,30,7.4,220,,11,125,Ccs2,https://www.dacia.pt/gama/dacia-spring-eletrico.html|https://imprensa.renaultgroup.com/dacia-spring-uma-experiencia-de-conducao-otimizada-a-um-preco-acessivel/
dongfeng:epi_007:2023:epi_007,dongfeng,Dongfeng,epi_007,eπ 007,2023,base,Base,,,PassengerCar,Rwd,200,320,70.26,66,lfp,150,11,,,6.8,165,GbTDc,https://en.wikipedia.org/wiki/Dongfeng_e%CF%80_007
dongfeng:epi_007:2024:epi_007,dongfeng,Dongfeng,epi_007,eπ 007,2024,base,Base,,,PassengerCar,Rwd,200,320,70.26,66,lfp,150,11,,,6.8,165,GbTDc,https://en.wikipedia.org/wiki/Dongfeng_e%CF%80_007
dongfeng:epi_007:2025:epi_007,dongfeng,Dongfeng,epi_007,eπ 007,2025,base,Base,,,PassengerCar,Rwd,200,320,70.26,66,lfp,150,11,,,6.8,165,GbTDc,https://en.wikipedia.org/wiki/Dongfeng_e%CF%80_007
dongfeng:epi_008:2023:epi_008,dongfeng,Dongfeng,epi_008,eπ 008,2023,base,Base,,,Suv,Rwd,200,320,70.26,66,lfp,150,11,,,7.2,165,GbTDc,https://en.wikipedia.org/wiki/Dongfeng_e%CF%80_008
dongfeng:epi_008:2024:epi_008,dongfeng,Dongfeng,epi_008,eπ 008,2024,base,Base,,,Suv,Rwd,200,320,70.26,66,lfp,150,11,,,7.2,165,GbTDc,https://en.wikipedia.org/wiki/Dongfeng_e%CF%80_008
dongfeng:epi_008:2025:epi_008,dongfeng,Dongfeng,epi_008,eπ 008,2025,base,Base,,,Suv,Rwd,200,320,70.26,66,lfp,150,11,,,7.2,165,GbTDc,https://en.wikipedia.org/wiki/Dongfeng_e%CF%80_008
ds_automobiles:ds_3_e_tense:2023:ds_3_e_tense,ds_automobiles,DS Automobiles,ds_3_e_tense,DS 3 E-Tense,2023,base,Base,,,Suv,Fwd,100,,50,50,li-ion,100,11,320,,,,Ccs2,https://www.dsautomobiles.com/ds-3-crossback-e-tense
ds_automobiles:ds_3_e_tense:2024:ds_3_e_tense,ds_automobiles,DS Automobiles,ds_3_e_tense,DS 3 E-Tense,2024,base,Base,,,Suv,Fwd,100,,50,50,li-ion,100,11,320,,,,Ccs2,https://www.dsautomobiles.com/ds-3-crossback-e-tense
ds_automobiles:ds_3_e_tense:2025:ds_3_e_tense,ds_automobiles,DS Automobiles,ds_3_e_tense,DS 3 E-Tense,2025,base,Base,,,Suv,Fwd,100,,50,50,li-ion,100,11,320,,,,Ccs2,https://www.dsautomobiles.com/ds-3-crossback-e-tense
ds_automobiles:ds_4_e_tense:2023:ds_4_e_tense,ds_automobiles,DS Automobiles,ds_4_e_tense,DS 4 E-Tense,2023,base,Base,,,PassengerCar,Fwd,165,,54,54,li-ion,100,11,400,,,,Ccs2,https://www.dsautomobiles.com/ds-4-e-tense
ds_automobiles:ds_4_e_tense:2024:ds_4_e_tense,ds_automobiles,DS Automobiles,ds_4_e_tense,DS 4 E-Tense,2024,base,Base,,,PassengerCar,Fwd,165,,54,54,li-ion,100,11,400,,,,Ccs2,https://www.dsautomobiles.com/ds-4-e-tense
ds_automobiles:ds_4_e_tense:2025:ds_4_e_tense,ds_automobiles,DS Automobiles,ds_4_e_tense,DS 4 E-Tense,2025,base,Base,,,PassengerCar,Fwd,165,,54,54,li-ion,100,11,400,,,,Ccs2,https://www.dsautomobiles.com/ds-4-e-tense
fangchengbao:bao_5:2023:bao_5,fangchengbao,FangChengBao,bao_5,Bao 5,2023,base,Base,,,Suv,Awd,500,,31.8,31.8,lfp,80,7,,,,,GbTDc,https://www.fangchengbao.com/bao-5
fangchengbao:bao_5:2024:bao_5,fangchengbao,FangChengBao,bao_5,Bao 5,2024,base,Base,,,Suv,Awd,500,,31.8,31.8,lfp,80,7,,,,,GbTDc,https://www.fangchengbao.com/bao-5
fangchengbao:bao_5:2025:bao_5,fangchengbao,FangChengBao,bao_5,Bao 5,2025,base,Base,,,Suv,Awd,500,,31.8,31.8,lfp,80,7,,,,,GbTDc,https://www.fangchengbao.com/bao-5
fangchengbao:tai_3:2025:tai_3,fangchengbao,FangChengBao,tai_3,Tai 3,2025,rwd,RWD,,,Suv,Rwd,160,310,78.72,78.72,lfp,80,7,,,7.9,201,GbTDc,https://www.fangchengbao.com/tai-3
fangchengbao:tai_3:2025:tai_3_awd,fangchengbao,FangChengBao,tai_3,Tai 3,2025,rwd,RWD,awd,AWD,Suv,Awd,310,580,78.72,78.72,lfp,80,7,,,4.9,201,GbTDc,https://www.fangchengbao.com/tai-3
faraday_future:ff_91:2023:ff_91,faraday_future,Faraday Future,ff_91,FF 91,2023,base,Base,,,Suv,Awd,783,1977,142,130,li-ion,200,11,,613,2.4,249,Ccs1,https://www.ff.com/us/ff91/|https://en.wikipedia.org/wiki/Faraday_Future_FF_91
faraday_future:ff_91:2024:ff_91,faraday_future,Faraday Future,ff_91,FF 91,2024,base,Base,,,Suv,Awd,783,1977,142,130,li-ion,200,11,,613,2.4,249,Ccs1,https://www.ff.com/us/ff91/
faraday_future:ff_91:2025:ff_91,faraday_future,Faraday Future,ff_91,FF 91,2025,base,Base,,,Suv,Awd,783,1977,142,130,li-ion,200,11,,613,2.4,249,Ccs1,https://www.ff.com/us/ff91/
ferrari:296_gtb:2023:296_gtb,ferrari,Ferrari,296_gtb,296 GTB,2023,base,Base,,,PassengerCar,Rwd,122,315,7.45,6.5,li-ion,,7.4,25,,,,Type2,https://www.ferrari.com/en-EN/auto/296-gtb
ferrari:296_gtb:2024:296_gtb,ferrari,Ferrari,296_gtb,296 GTB,2024,base,Base,,,PassengerCar,Rwd,122,315,7.45,6.5,li-ion,,7.4,25,,,,Type2,https://www.ferrari.com/en-EN/auto/296-gtb
ferrari:296_gtb:2025:296_gtb,ferrari,Ferrari,296_gtb,296 GTB,2025,base,Base,,,PassengerCar,Rwd,122,315,7.45,6.5,li-ion,,7.4,25,,,,Type2,https://www.ferrari.com/en-EN/auto/296-gtb
ferrari:sf90_spider:2023:sf90_spider,ferrari,Ferrari,sf90_spider,SF90 Spider,2023,base,Base,,,PassengerCar,Awd,162,400,7.9,7,li-ion,,7.4,25,,,,Type2,https://www.ferrari.com/en-EN/auto/sf90-spider
ferrari:sf90_spider:2024:sf90_spider,ferrari,Ferrari,sf90_spider,SF90 Spider,2024,base,Base,,,PassengerCar,Awd,162,400,7.9,7,li-ion,,7.4,25,,,,Type2,https://www.ferrari.com/en-EN/auto/sf90-spider
ferrari:sf90_spider:2025:sf90_spider,ferrari,Ferrari,sf90_spider,SF90 Spider,2025,base,Base,,,PassengerCar,Awd,162,400,7.9,7,li-ion,,7.4,25,,,,Type2,https://www.ferrari.com/en-EN/auto/sf90-spider
ferrari:sf90_stradale:2023:sf90_stradale,ferrari,Ferrari,sf90_stradale,SF90 Stradale,2023,base,Base,,,PassengerCar,Awd,162,400,7.9,7,li-ion,,7.4,25,,,,Type2,https://www.ferrari.com/en-EN/auto/sf90-stradale
ferrari:sf90_stradale:2024:sf90_stradale,ferrari,Ferrari,sf90_stradale,SF90 Stradale,2024,base,Base,,,PassengerCar,Awd,162,400,7.9,7,li-ion,,7.4,25,,,,Type2,https://www.ferrari.com/en-EN/auto/sf90-stradale
ferrari:sf90_stradale:2025:sf90_stradale,ferrari,Ferrari,sf90_stradale,SF90 Stradale,2025,base,Base,,,PassengerCar,Awd,162,400,7.9,7,li-ion,,7.4,25,,,,Type2,https://www.ferrari.com/en-EN/auto/sf90-stradale
fiat:500e:2023:500e,fiat,Fiat,500e,500e,2023,base,Base,,,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2023:500e_la_prima,fiat,Fiat,500e,500e,2023,base,Base,la_prima,La Prima,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2023:500e_icon,fiat,Fiat,500e,500e,2023,base,Base,icon,Icon,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2023:500e_pop,fiat,Fiat,500e,500e,2023,base,Base,pop,Pop,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2024:500e,fiat,Fiat,500e,500e,2024,base,Base,,,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2024:500e_la_prima,fiat,Fiat,500e,500e,2024,base,Base,la_prima,La Prima,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2024:500e_icon,fiat,Fiat,500e,500e,2024,base,Base,icon,Icon,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2024:500e_pop,fiat,Fiat,500e,500e,2024,base,Base,pop,Pop,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2025:500e,fiat,Fiat,500e,500e,2025,base,Base,,,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2025:500e_la_prima,fiat,Fiat,500e,500e,2025,base,Base,la_prima,La Prima,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2025:500e_icon,fiat,Fiat,500e,500e,2025,base,Base,icon,Icon,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:500e:2025:500e_pop,fiat,Fiat,500e,500e,2025,base,Base,pop,Pop,PassengerCar,Fwd,87,220,42,37.3,li-ion,85,11,320,,9,150,Ccs2,https://www.fiat.com/fiat-500e
fiat:600e:2023:600e,fiat,Fiat,600e,600e,2023,base,Base,,,Suv,Fwd,115,260,54,51,li-ion,100,11,400,,9,150,Ccs2,https://www.fiat.com/fiat-600e
fiat:600e:2023:600e_red,fiat,Fiat,600e,600e,2023,base,Base,red,Red,Suv,Fwd,115,260,54,51,li-ion,100,11,400,,9,150,Ccs2,https://www.fiat.com/fiat-600e
fiat:600e:2023:600e_la_prima,fiat,Fiat,600e,600e,2023,base,Base,la_prima,La Prima,Suv,Fwd,115,260,54,51,li-ion,100,11,400,,9,150,Ccs2,https://www.fiat.com/fiat-600e
fiat:600e:2024:600e,fiat,Fiat,600e,600e,2024,base,Base,,,Suv,Fwd,115,260,54,51,li-ion,100,11,400,,9,150,Ccs2,https://www.fiat.com/fiat-600e
fiat:600e:2024:600e_red,fiat,Fiat,600e,600e,2024,base,Base,red,Red,Suv,Fwd,115,260,54,51,li-ion,100,11,400,,9,150,Ccs2,https://www.fiat.com/fiat-600e
fiat:600e:2024:600e_la_prima,fiat,Fiat,600e,600e,2024,base,Base,la_prima,La Prima,Suv,Fwd,115,260,54,51,li-ion,100,11,400,,9,150,Ccs2,https://www.fiat.com/fiat-600e
fiat:600e:2025:600e,fiat,Fiat,600e,600e,2025,base,Base,,,Suv,Fwd,115,260,54,51,li-ion,100,11,400,,9,150,Ccs2,https://www.fiat.com/fiat-600e
fiat:600e:2025:600e_red,fiat,Fiat,600e,600e,2025,base,Base,red,Red,Suv,Fwd,115,260,54,51,li-ion,100,11,400,,9,150,Ccs2,https://www.fiat.com/fiat-600e
fiat:600e:2025:600e_la_prima,fiat,Fiat,600e,600e,2025,base,Base,la_prima,La Prima,Suv,Fwd,115,260,54,51,li-ion,100,11,400,,9,150,Ccs2,https://www.fiat.com/fiat-600e
fiat:topolino:2023:topolino,fiat,Fiat,topolino,Topolino,2023,base,Base,,,Other,Fwd,6,40,5.5,5.4,li-ion,,2.3,75,,,45,Type2,https://www.fiat.com/fiat-topolino
fiat:topolino:2024:topolino,fiat,Fiat,topolino,Topolino,2024,base,Base,,,Other,Fwd,6,40,5.5,5.4,li-ion,,2.3,75,,,45,Type2,https://www.fiat.com/fiat-topolino
fiat:topolino:2025:topolino,fiat,Fiat,topolino,Topolino,2025,base,Base,,,Other,Fwd,6,40,5.5,5.4,li-ion,,2.3,75,,,45,Type2,https://www.fiat.com/fiat-topolino
ford:capri_ev:2024:capri_ev,ford,Ford,capri_ev,Capri EV,2024,base,Base,,,Suv,Awd,220,450,77,72,li-ion,135,11,600,,5.8,180,Ccs2,https://www.ford.pt/hibrido-eletrico/totalmente-eletrico
ford:capri_ev:2025:capri_ev,ford,Ford,capri_ev,Capri EV,2025,base,Base,,,Suv,Awd,220,450,77,72,li-ion,135,11,600,,5.8,180,Ccs2,https://www.ford.pt/hibrido-eletrico/totalmente-eletrico
ford:e_tourneo_courier:2025:e_tourneo_courier,ford,Ford,e_tourneo_courier,E-Tourneo Courier,2025,base,Base,,,Van,Fwd,100,260,55,51,li-ion,100,11,350,,8.5,150,Ccs2,https://www.ford.pt/hibrido-eletrico/totalmente-eletrico
ford:e_transit:2023:e_transit,ford,Ford,e_transit,E-Transit,2023,base,Base,,,Van,Rwd,198,430,68,64,li-ion,115,11.3,317,,,120,Ccs2,https://www.ford.com/commercial-trucks/e-transit/|https://www.ford.com.br/eletrificacao/veiculos-eletricos/
ford:e_transit:2024:e_transit,ford,Ford,e_transit,E-Transit,2024,base,Base,,,Van,Rwd,198,430,68,64,li-ion,115,11.3,317,,,120,Ccs2,https://www.ford.com/commercial-trucks/e-transit/
ford:e_transit:2025:e_transit,ford,Ford,e_transit,E-Transit,2025,base,Base,,,Van,Rwd,198,430,68,64,li-ion,115,11.3,317,,,120,Ccs2,https://www.ford.com/commercial-trucks/e-transit/
ford:e_transit_courier:2025:e_transit_courier,ford,Ford,e_transit_courier,E-Transit Courier,2025,base,Base,,,Van,Fwd,100,260,55,51,li-ion,100,11,350,,,120,Ccs2,https://www.ford.pt/hibrido-eletrico/totalmente-eletrico
ford:explorer_ev:2024:explorer_ev,ford,Ford,explorer_ev,Explorer EV,2024,base,Base,,,Suv,Awd,250,500,80,75,li-ion,150,11,500,,6.5,180,Ccs2,https://www.ford.pt/hibrido-eletrico/totalmente-eletrico
ford:explorer_ev:2025:explorer_ev,ford,Ford,explorer_ev,Explorer EV,2025,base,Base,,,Suv,Awd,250,500,80,75,li-ion,150,11,500,,6.5,180,Ccs2,https://www.ford.pt/hibrido-eletrico/totalmente-eletrico
ford:f_150_lightning:2023:f_150_lightning_lariat,ford,Ford,f_150_lightning,F-150 Lightning,2023,lariat,Lariat,lariat,Lariat,Pickup,Awd,318,1051,131,123,li-ion,155,11.3,,515,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2023:f_150_lightning_platinum,ford,Ford,f_150_lightning,F-150 Lightning,2023,platinum,Platinum,platinum,Platinum,Pickup,Awd,420,1051,131,123,li-ion,155,11.3,,515,4,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2023:f_150_lightning,ford,Ford,f_150_lightning,F-150 Lightning,2023,pro,Pro,,,Pickup,Awd,318,1051,98,91,li-ion,155,11.3,,370,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2023:f_150_lightning_pro,ford,Ford,f_150_lightning,F-150 Lightning,2023,pro,Pro,pro,Pro,Pickup,Awd,318,1051,98,91,li-ion,155,11.3,,370,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2023:f_150_lightning_xlt,ford,Ford,f_150_lightning,F-150 Lightning,2023,xlt,XLT,xlt,XLT,Pickup,Awd,318,1051,98,91,li-ion,155,11.3,,370,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2024:f_150_lightning_lariat,ford,Ford,f_150_lightning,F-150 Lightning,2024,lariat,Lariat,lariat,Lariat,Pickup,Awd,318,1051,131,123,li-ion,155,11.3,,515,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2024:f_150_lightning_platinum,ford,Ford,f_150_lightning,F-150 Lightning,2024,platinum,Platinum,platinum,Platinum,Pickup,Awd,420,1051,131,123,li-ion,155,11.3,,515,4,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2024:f_150_lightning,ford,Ford,f_150_lightning,F-150 Lightning,2024,pro,Pro,,,Pickup,Awd,318,1051,98,91,li-ion,155,11.3,,370,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2024:f_150_lightning_pro,ford,Ford,f_150_lightning,F-150 Lightning,2024,pro,Pro,pro,Pro,Pickup,Awd,318,1051,98,91,li-ion,155,11.3,,370,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2024:f_150_lightning_xlt,ford,Ford,f_150_lightning,F-150 Lightning,2024,xlt,XLT,xlt,XLT,Pickup,Awd,318,1051,98,91,li-ion,155,11.3,,370,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2025:f_150_lightning_lariat,ford,Ford,f_150_lightning,F-150 Lightning,2025,lariat,Lariat,lariat,Lariat,Pickup,Awd,318,1051,131,123,li-ion,155,11.3,,515,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2025:f_150_lightning_platinum,ford,Ford,f_150_lightning,F-150 Lightning,2025,platinum,Platinum,platinum,Platinum,Pickup,Awd,420,1051,131,123,li-ion,155,11.3,,515,4,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2025:f_150_lightning,ford,Ford,f_150_lightning,F-150 Lightning,2025,pro,Pro,,,Pickup,Awd,318,1051,98,91,li-ion,155,11.3,,370,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2025:f_150_lightning_pro,ford,Ford,f_150_lightning,F-150 Lightning,2025,pro,Pro,pro,Pro,Pickup,Awd,318,1051,98,91,li-ion,155,11.3,,370,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:f_150_lightning:2025:f_150_lightning_xlt,ford,Ford,f_150_lightning,F-150 Lightning,2025,xlt,XLT,xlt,XLT,Pickup,Awd,318,1051,98,91,li-ion,155,11.3,,370,4.5,177,Ccs1,https://www.ford.com/trucks/f150/f150-lightning/
ford:mustang_mach_e:2023:mustang_mach_e_extended_range,ford,Ford,mustang_mach_e,Mustang Mach-E,2023,extended_range,Extended Range,extended_range,Extended Range,Suv,Awd,258,565,98.8,91,li-ion,150,11,610,490,5.2,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2023:mustang_mach_e_gt,ford,Ford,mustang_mach_e,Mustang Mach-E,2023,gt,GT,gt,GT,Suv,Awd,358,860,88,82,li-ion,150,11,490,418,3.7,200,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2023:mustang_mach_e_premium,ford,Ford,mustang_mach_e,Mustang Mach-E,2023,premium,Premium,premium,Premium,Suv,Awd,258,565,88,82,li-ion,150,11,600,435,5.2,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2023:mustang_mach_e,ford,Ford,mustang_mach_e,Mustang Mach-E,2023,select,Select,,,Suv,Rwd,198,430,75.7,70,li-ion,150,11,513,379,6.1,180,Ccs1,https://www.ford.com/suvs/mach-e/|https://www.ford.com.br/eletrificacao/veiculos-eletricos/
ford:mustang_mach_e:2023:mustang_mach_e_select,ford,Ford,mustang_mach_e,Mustang Mach-E,2023,select,Select,select,Select,Suv,Rwd,198,430,75.7,70,li-ion,150,11,513,379,6.1,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2024:mustang_mach_e_extended_range,ford,Ford,mustang_mach_e,Mustang Mach-E,2024,extended_range,Extended Range,extended_range,Extended Range,Suv,Awd,258,565,98.8,91,li-ion,150,11,610,490,5.2,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2024:mustang_mach_e_gt,ford,Ford,mustang_mach_e,Mustang Mach-E,2024,gt,GT,gt,GT,Suv,Awd,358,860,88,82,li-ion,150,11,490,418,3.7,200,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2024:mustang_mach_e_premium,ford,Ford,mustang_mach_e,Mustang Mach-E,2024,premium,Premium,premium,Premium,Suv,Awd,258,565,88,82,li-ion,150,11,600,435,5.2,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2024:mustang_mach_e,ford,Ford,mustang_mach_e,Mustang Mach-E,2024,select,Select,,,Suv,Rwd,198,430,75.7,70,li-ion,150,11,513,379,6.1,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2024:mustang_mach_e_select,ford,Ford,mustang_mach_e,Mustang Mach-E,2024,select,Select,select,Select,Suv,Rwd,198,430,75.7,70,li-ion,150,11,513,379,6.1,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2025:mustang_mach_e_extended_range,ford,Ford,mustang_mach_e,Mustang Mach-E,2025,extended_range,Extended Range,extended_range,Extended Range,Suv,Awd,258,565,98.8,91,li-ion,150,11,610,490,5.2,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2025:mustang_mach_e_gt,ford,Ford,mustang_mach_e,Mustang Mach-E,2025,gt,GT,gt,GT,Suv,Awd,358,860,88,82,li-ion,150,11,490,418,3.7,200,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2025:mustang_mach_e_premium,ford,Ford,mustang_mach_e,Mustang Mach-E,2025,premium,Premium,premium,Premium,Suv,Awd,258,565,88,82,li-ion,150,11,600,435,5.2,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2025:mustang_mach_e,ford,Ford,mustang_mach_e,Mustang Mach-E,2025,select,Select,,,Suv,Rwd,198,430,75.7,70,li-ion,150,11,513,379,6.1,180,Ccs1,https://www.ford.com/suvs/mach-e/
ford:mustang_mach_e:2025:mustang_mach_e_select,ford,Ford,mustang_mach_e,Mustang Mach-E,2025,select,Select,select,Select,Suv,Rwd,198,430,75.7,70,li-ion,150,11,513,379,6.1,180,Ccs1,https://www.ford.com/suvs/mach-e/
