unique_code,make_slug,make_name,model_slug,model_name,year,trim_slug,trim_name,variant_slug,variant_name,vehicle_type,drivetrain,system_power_kw,system_torque_nm,battery_capacity_gross_kwh,battery_capacity_net_kwh,battery_chemistry,dc_max_power_kw,ac_max_power_kw,range_wltp_km,range_epa_km,acceleration_0_100_s,top_speed_kmh,charge_connectors,sources
audi:a6_e_tron:2024:a6_e_tron,audi,Audi,a6_e_tron,A6 e-tron,2024,base,Base,sportback,Sportback,PassengerCar,Rwd,350,550,100,94.9,li-ion,270,11,700,,4.5,209,Ccs2,https://www.audi.com
audi:a6_e_tron:2024:a6_e_tron_avant,audi,Audi,a6_e_tron,A6 e-tron,2024,base,Base,avant,Avant,PassengerCar,Rwd,350,550,100,94.9,li-ion,270,11,700,,4.5,209,Ccs2,https://www.audi.com
audi:a6_e_tron:2025:a6_e_tron,audi,Audi,a6_e_tron,A6 e-tron,2025,base,Base,sportback,Sportback,PassengerCar,Rwd,350,550,100,94.9,li-ion,270,11,700,,4.5,209,Ccs2,https://www.audi.com
audi:a6_e_tron:2025:a6_e_tron_avant,audi,Audi,a6_e_tron,A6 e-tron,2025,base,Base,avant,Avant,PassengerCar,Rwd,350,550,100,94.9,li-ion,270,11,700,,4.5,209,Ccs2,https://www.audi.com
audi:e_tron_gt:2023:e_tron_gt,audi,Audi,e_tron_gt,e-tron GT,2023,quattro,quattro,,,PassengerCar,Awd,390,630,93.4,85,li-ion,270,11,488,383,4.1,245,Ccs2,https://www.audi.com
audi:e_tron_gt:2023:e_tron_gt_rs,audi,Audi,e_tron_gt,e-tron GT,2023,rs,RS,rs,RS,PassengerCar,Awd,440,830,93.4,85,li-ion,270,11,472,370,3.3,250,Ccs2,https://www.audi.com
audi:e_tron_gt:2024:e_tron_gt,audi,Audi,e_tron_gt,e-tron GT,2024,quattro,quattro,,,PassengerCar,Awd,390,630,93.4,85,li-ion,270,11,488,383,4.1,245,Ccs2,https://www.audi.com
audi:e_tron_gt:2024:e_tron_gt_rs,audi,Audi,e_tron_gt,e-tron GT,2024,rs,RS,rs,RS,PassengerCar,Awd,440,830,93.4,85,li-ion,270,11,472,370,3.3,250,Ccs2,https://www.audi.com
audi:e_tron_gt:2025:e_tron_gt,audi,Audi,e_tron_gt,e-tron GT,2025,quattro,quattro,,,PassengerCar,Awd,390,630,93.4,85,li-ion,270,11,488,383,4.1,245,Ccs2,https://www.audi.com
audi:e_tron_gt:2025:e_tron_gt_rs,audi,Audi,e_tron_gt,e-tron GT,2025,rs,RS,rs,RS,PassengerCar,Awd,440,830,93.4,85,li-ion,270,11,472,370,3.3,250,Ccs2,https://www.audi.com
audi:q4_e_tron:2023:q4_e_tron,audi,Audi,q4_e_tron,Q4 e-tron,2023,40,40,,,Suv,Rwd,125,310,52,48,li-ion,125,11,341,,9,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2023:q4_e_tron_sportback,audi,Audi,q4_e_tron,Q4 e-tron,2023,40,40,sportback,Sportback,Suv,Rwd,125,310,52,48,li-ion,125,11,349,,9,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2023:q4_e_tron_50,audi,Audi,q4_e_tron,Q4 e-tron,2023,50,50,,,Suv,Rwd,150,310,77,73,li-ion,125,11,520,400,8.5,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2023:q4_e_tron_sportback_50,audi,Audi,q4_e_tron,Q4 e-tron,2023,50,50,sportback,Sportback,Suv,Rwd,150,310,77,73,li-ion,125,11,534,410,8.5,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2023:q4_e_tron_sportback_quattro,audi,Audi,q4_e_tron,Q4 e-tron,2023,quattro,quattro,sportback,Sportback,Suv,Awd,220,460,77,73,li-ion,125,11,502,385,6.2,180,Ccs2,https://www.audi.com
audi:q4_e_tron:2023:q4_e_tron_quattro,audi,Audi,q4_e_tron,Q4 e-tron,2023,quattro,quattro,,,Suv,Awd,220,460,77,73,li-ion,125,11,488,375,6.2,180,Ccs2,https://www.audi.com
audi:q4_e_tron:2024:q4_e_tron,audi,Audi,q4_e_tron,Q4 e-tron,2024,40,40,,,Suv,Rwd,125,310,52,48,li-ion,125,11,341,,9,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2024:q4_e_tron_sportback,audi,Audi,q4_e_tron,Q4 e-tron,2024,40,40,sportback,Sportback,Suv,Rwd,125,310,52,48,li-ion,125,11,349,,9,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2024:q4_e_tron_50,audi,Audi,q4_e_tron,Q4 e-tron,2024,50,50,,,Suv,Rwd,150,310,77,73,li-ion,125,11,520,400,8.5,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2024:q4_e_tron_sportback_50,audi,Audi,q4_e_tron,Q4 e-tron,2024,50,50,sportback,Sportback,Suv,Rwd,150,310,77,73,li-ion,125,11,534,410,8.5,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2024:q4_e_tron_sportback_quattro,audi,Audi,q4_e_tron,Q4 e-tron,2024,quattro,quattro,sportback,Sportback,Suv,Awd,220,460,77,73,li-ion,125,11,502,385,6.2,180,Ccs2,https://www.audi.com
audi:q4_e_tron:2024:q4_e_tron_quattro,audi,Audi,q4_e_tron,Q4 e-tron,2024,quattro,quattro,,,Suv,Awd,220,460,77,73,li-ion,125,11,488,375,6.2,180,Ccs2,https://www.audi.com
audi:q4_e_tron:2025:q4_e_tron,audi,Audi,q4_e_tron,Q4 e-tron,2025,40,40,,,Suv,Rwd,125,310,52,48,li-ion,125,11,341,,9,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2025:q4_e_tron_sportback,audi,Audi,q4_e_tron,Q4 e-tron,2025,40,40,sportback,Sportback,Suv,Rwd,125,310,52,48,li-ion,125,11,349,,9,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2025:q4_e_tron_50,audi,Audi,q4_e_tron,Q4 e-tron,2025,50,50,,,Suv,Rwd,150,310,77,73,li-ion,125,11,520,400,8.5,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2025:q4_e_tron_sportback_50,audi,Audi,q4_e_tron,Q4 e-tron,2025,50,50,sportback,Sportback,Suv,Rwd,150,310,77,73,li-ion,125,11,534,410,8.5,160,Ccs2,https://www.audi.com
audi:q4_e_tron:2025:q4_e_tron_sportback_quattro,audi,Audi,q4_e_tron,Q4 e-tron,2025,quattro,quattro,sportback,Sportback,Suv,Awd,220,460,77,73,li-ion,125,11,502,385,6.2,180,Ccs2,https://www.audi.com
audi:q4_e_tron:2025:q4_e_tron_quattro,audi,Audi,q4_e_tron,Q4 e-tron,2025,quattro,quattro,,,Suv,Awd,220,460,77,73,li-ion,125,11,488,375,6.2,180,Ccs2,https://www.audi.com
audi:q6_e_tron:2024:q6_e_tron,audi,Audi,q6_e_tron,Q6 e-tron,2024,quattro,quattro,,,Suv,Awd,285,580,100,94.9,li-ion,270,11,625,,5.9,200,Ccs2,https://www.audi.com
audi:q6_e_tron:2024:q6_e_tron_sportback,audi,Audi,q6_e_tron,Q6 e-tron,2024,quattro,quattro,sportback,Sportback,Suv,Awd,285,580,100,94.9,li-ion,270,11,640,,5.9,200,Ccs2,https://www.audi.com
audi:q6_e_tron:2025:q6_e_tron,audi,Audi,q6_e_tron,Q6 e-tron,2025,quattro,quattro,,,Suv,Awd,285,580,100,94.9,li-ion,270,11,625,,5.9,200,Ccs2,https://www.audi.com
audi:q6_e_tron:2025:q6_e_tron_sportback,audi,Audi,q6_e_tron,Q6 e-tron,2025,quattro,quattro,sportback,Sportback,Suv,Awd,285,580,100,94.9,li-ion,270,11,640,,5.9,200,Ccs2,https://www.audi.com
audi:q6_e_tron:2025:q6_e_tron_sq6,audi,Audi,q6_e_tron,Q6 e-tron,2025,sq6,SQ6,sq6,SQ6,Suv,Awd,380,795,100,94.9,li-ion,270,11,598,,4.3,230,Ccs2,https://www.audi.com
audi:q8_e_tron:2023:q8_e_tron,audi,Audi,q8_e_tron,Q8 e-tron,2023,50,50,,,Suv,Awd,230,540,95,89,li-ion,150,11,491,373,6.8,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2023:q8_e_tron_sportback,audi,Audi,q8_e_tron,Q8 e-tron,2023,50,50,sportback,Sportback,Suv,Awd,230,540,95,89,li-ion,150,11,505,383,6.8,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2023:q8_e_tron_sportback_55,audi,Audi,q8_e_tron,Q8 e-tron,2023,55,55,sportback,Sportback,Suv,Awd,300,664,106,100,li-ion,150,11,600,460,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2023:q8_e_tron_55,audi,Audi,q8_e_tron,Q8 e-tron,2023,55,55,,,Suv,Awd,300,664,106,100,li-ion,150,11,582,446,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2023:q8_e_tron_quattro,audi,Audi,q8_e_tron,Q8 e-tron,2023,quattro,quattro,,,Suv,Awd,300,664,106,100,li-ion,150,11,582,446,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2023:q8_e_tron_sportback_quattro,audi,Audi,q8_e_tron,Q8 e-tron,2023,quattro,quattro,sportback,Sportback,Suv,Awd,300,664,106,100,li-ion,150,11,600,460,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2024:q8_e_tron,audi,Audi,q8_e_tron,Q8 e-tron,2024,50,50,,,Suv,Awd,230,540,95,89,li-ion,150,11,491,373,6.8,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2024:q8_e_tron_sportback,audi,Audi,q8_e_tron,Q8 e-tron,2024,50,50,sportback,Sportback,Suv,Awd,230,540,95,89,li-ion,150,11,505,383,6.8,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2024:q8_e_tron_sportback_55,audi,Audi,q8_e_tron,Q8 e-tron,2024,55,55,sportback,Sportback,Suv,Awd,300,664,106,100,li-ion,150,11,600,460,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2024:q8_e_tron_55,audi,Audi,q8_e_tron,Q8 e-tron,2024,55,55,,,Suv,Awd,300,664,106,100,li-ion,150,11,582,446,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2024:q8_e_tron_quattro,audi,Audi,q8_e_tron,Q8 e-tron,2024,quattro,quattro,,,Suv,Awd,300,664,106,100,li-ion,150,11,582,446,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2024:q8_e_tron_sportback_quattro,audi,Audi,q8_e_tron,Q8 e-tron,2024,quattro,quattro,sportback,Sportback,Suv,Awd,300,664,106,100,li-ion,150,11,600,460,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2025:q8_e_tron,audi,Audi,q8_e_tron,Q8 e-tron,2025,50,50,,,Suv,Awd,230,540,95,89,li-ion,150,11,491,373,6.8,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2025:q8_e_tron_sportback,audi,Audi,q8_e_tron,Q8 e-tron,2025,50,50,sportback,Sportback,Suv,Awd,230,540,95,89,li-ion,150,11,505,383,6.8,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2025:q8_e_tron_sportback_55,audi,Audi,q8_e_tron,Q8 e-tron,2025,55,55,sportback,Sportback,Suv,Awd,300,664,106,100,li-ion,150,11,600,460,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2025:q8_e_tron_55,audi,Audi,q8_e_tron,Q8 e-tron,2025,55,55,,,Suv,Awd,300,664,106,100,li-ion,150,11,582,446,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2025:q8_e_tron_quattro,audi,Audi,q8_e_tron,Q8 e-tron,2025,quattro,quattro,,,Suv,Awd,300,664,106,100,li-ion,150,11,582,446,5.7,200,Ccs2,https://www.audi.com
audi:q8_e_tron:2025:q8_e_tron_sportback_quattro,audi,Audi,q8_e_tron,Q8 e-tron,2025,quattro,quattro,sportback,Sportback,Suv,Awd,300,664,106,100,li-ion,150,11,600,460,5.7,200,Ccs2,https://www.audi.com
automobili_pininfarina:battista:2023:battista,automobili_pininfarina,Automobili Pininfarina,battista,Battista,2023,base,Base,,,PassengerCar,Awd,1417,2300,120,120,li-ion,180,11,500,,1.9,350,Ccs2,https://www.automobili-pininfarina.com/battista
automobili_pininfarina:battista:2024:battista,automobili_pininfarina,Automobili Pininfarina,battista,Battista,2024,base,Base,,,PassengerCar,Awd,1417,2300,120,120,li-ion,180,11,500,,1.9,350,Ccs2,https://www.automobili-pininfarina.com/battista
automobili_pininfarina:battista:2025:battista,automobili_pininfarina,Automobili Pininfarina,battista,Battista,2025,base,Base,,,PassengerCar,Awd,1417,2300,120,120,li-ion,180,11,500,,1.9,350,Ccs2,https://www.automobili-pininfarina.com/battista
bmw:i4:2023:i4_edrive35,bmw,BMW,i4,i4,2023,edrive35,eDrive35,edrive35,eDrive35,PassengerCar,Rwd,210,,68.7,66,nmc,180,11,483,418,5.8,190,Ccs2,https://www.bmw.com
bmw:i4:2023:i4,bmw,BMW,i4,i4,2023,edrive40,eDrive40,,,PassengerCar,Rwd,250,,83.9,81.3,nmc,207,11,590,483,5.4,190,Ccs2,https://www.bmw.com
bmw:i4:2023:i4_edrive40,bmw,BMW,i4,i4,2023,edrive40,eDrive40,edrive40,eDrive40,PassengerCar,Rwd,250,,83.9,81.3,nmc,207,11,590,483,5.4,190,Ccs2,https://www.bmw.com
bmw:i4:2023:i4_m50,bmw,BMW,i4,i4,2023,m50,M50,m50,M50,PassengerCar,Awd,400,,83.9,81.3,nmc,207,11,510,394,3.7,225,Ccs2,https://www.bmw.com
bmw:i4:2024:i4_edrive35,bmw,BMW,i4,i4,2024,edrive35,eDrive35,edrive35,eDrive35,PassengerCar,Rwd,210,,70.3,67.1,nmc,180,11,483,406,5.8,190,Ccs2,https://www.bmw.com
bmw:i4:2024:i4,bmw,BMW,i4,i4,2024,edrive40,eDrive40,,,PassengerCar,Rwd,250,,83.9,81.3,nmc,207,11,590,486,5.4,190,Ccs2,https://www.bmw.com
bmw:i4:2024:i4_edrive40,bmw,BMW,i4,i4,2024,edrive40,eDrive40,edrive40,eDrive40,PassengerCar,Rwd,250,,83.9,81.3,nmc,207,11,590,486,5.4,190,Ccs2,https://www.bmw.com
bmw:i4:2024:i4_m50,bmw,BMW,i4,i4,2024,m50,M50,m50,M50,PassengerCar,Awd,400,,83.9,81.3,nmc,207,11,516,435,3.7,225,Ccs2,https://www.bmw.com
bmw:i4:2024:i4_xdrive40,bmw,BMW,i4,i4,2024,xdrive40,xDrive40,xdrive40,xDrive40,PassengerCar,Awd,295,,83.9,81.3,nmc,207,11,549,494,4.5,190,Ccs2,https://www.bmw.com
bmw:i4:2025:i4_edrive35,bmw,BMW,i4,i4,2025,edrive35,eDrive35,edrive35,eDrive35,PassengerCar,Rwd,210,430,70.3,67.1,nmc,180,11,492,412,5.8,190,Ccs2,https://www.bmw.com
bmw:i4:2025:i4,bmw,BMW,i4,i4,2025,edrive40,eDrive40,,,PassengerCar,Rwd,250,430,84.3,81.3,nmc,207,11,598,512,5.5,190,Ccs2,https://www.bmw.com
bmw:i4:2025:i4_edrive40,bmw,BMW,i4,i4,2025,edrive40,eDrive40,edrive40,eDrive40,PassengerCar,Rwd,250,430,84.3,81.3,nmc,207,11,598,512,5.5,190,Ccs2,https://www.bmw.com
bmw:i4:2025:i4_m50,bmw,BMW,i4,i4,2025,m50,M50,m50,M50,PassengerCar,Awd,400,430,84.3,81.3,nmc,207,11,521,429,3.7,225,Ccs2,https://www.bmw.com
bmw:i4:2025:i4_xdrive40,bmw,BMW,i4,i4,2025,xdrive40,xDrive40,xdrive40,xDrive40,PassengerCar,Awd,295,430,84.3,81.3,nmc,207,11,557,494,4.5,190,Ccs2,https://www.bmw.com
bmw:i5:2024:i5,bmw,BMW,i5,i5,2024,edrive40,eDrive40,,,PassengerCar,Rwd,250,,84.3,81.2,nmc,205,11,582,475,5.7,193,Ccs2,https://www.bmw.com
bmw:i5:2024:i5_m60,bmw,BMW,i5,i5,2024,m60,M60,m60,M60,PassengerCar,Awd,442,,84.3,81.2,nmc,205,11,512,406,3.7,230,Ccs2,https://www.bmw.com
bmw:i5:2025:i5,bmw,BMW,i5,i5,2025,edrive40,eDrive40,,,PassengerCar,Rwd,250,,84.3,81.2,nmc,205,11,582,475,5.7,193,Ccs2,https://www.bmw.com
bmw:i5:2025:i5_m60,bmw,BMW,i5,i5,2025,m60,M60,m60,M60,PassengerCar,Awd,442,,84.3,81.2,nmc,205,11,512,408,3.7,230,Ccs2,https://www.bmw.com
bmw:i7:2023:i7_m70,bmw,BMW,i7,i7,2023,m70,M70,m70,M70,PassengerCar,Awd,485,,105.7,101.7,nmc,195,22,560,455,3.5,250,Ccs2,https://www.bmw.com
bmw:i7:2023:i7,bmw,BMW,i7,i7,2023,xdrive60,xDrive60,,,PassengerCar,Awd,400,,105.7,101.7,nmc,195,11,625,510,4.5,240,Ccs2,https://www.bmw.com
bmw:i7:2024:i7_m70,bmw,BMW,i7,i7,2024,m70,M70,m70,M70,PassengerCar,Awd,485,,105.7,101.7,nmc,195,22,560,457,3.5,250,Ccs2,https://www.bmw.com
bmw:i7:2024:i7,bmw,BMW,i7,i7,2024,xdrive60,xDrive60,,,PassengerCar,Awd,400,,105.7,101.7,nmc,195,11,625,505,4.5,240,Ccs2,https://www.bmw.com
bmw:i7:2025:i7_m70,bmw,BMW,i7,i7,2025,m70,M70,m70,M70,PassengerCar,Awd,485,,105.7,101.7,nmc,195,22,560,459,3.5,250,Ccs2,https://www.bmw.com
bmw:i7:2025:i7,bmw,BMW,i7,i7,2025,xdrive60,xDrive60,,,PassengerCar,Awd,400,,105.7,101.7,nmc,195,11,625,505,4.5,240,Ccs2,https://www.bmw.com
bmw:ix:2023:ix_m60,bmw,BMW,ix,iX,2023,m60,M60,m60,M60,Suv,Awd,455,765,111.5,105.2,nmc,195,11,561,463,3.6,250,Ccs2,https://www.bmw.com
bmw:ix:2023:ix_xdrive40,bmw,BMW,ix,iX,2023,xdrive40,xDrive40,xdrive40,xDrive40,Suv,Awd,240,630,76.6,71,nmc,150,11,425,322,6.1,200,Ccs2,https://www.bmw.com
bmw:ix:2023:ix,bmw,BMW,ix,iX,2023,xdrive50,xDrive50,,,Suv,Awd,385,765,111.5,105.2,nmc,195,11,630,520,4.4,200,Ccs2,https://www.bmw.com
bmw:ix:2023:ix_xdrive50,bmw,BMW,ix,iX,2023,xdrive50,xDrive50,xdrive50,xDrive50,Suv,Awd,385,765,111.5,105.2,nmc,195,11,630,520,4.4,200,Ccs2,https://www.bmw.com
bmw:ix:2024:ix_m60,bmw,BMW,ix,iX,2024,m60,M60,m60,M60,Suv,Awd,455,765,111.5,105.2,nmc,195,11,563,463,3.6,250,Ccs2,https://www.bmw.com
bmw:ix:2024:ix_xdrive40,bmw,BMW,ix,iX,2024,xdrive40,xDrive40,xdrive40,xDrive40,Suv,Awd,240,630,76.6,71,nmc,150,11,425,356,6.1,200,Ccs2,https://www.bmw.com
bmw:ix:2024:ix,bmw,BMW,ix,iX,2024,xdrive50,xDrive50,,,Suv,Awd,385,765,111.5,105.2,nmc,195,11,629,498,4.4,200,Ccs2,https://www.bmw.com
bmw:ix:2024:ix_xdrive50,bmw,BMW,ix,iX,2024,xdrive50,xDrive50,xdrive50,xDrive50,Suv,Awd,385,765,111.5,105.2,nmc,195,11,629,498,4.4,200,Ccs2,https://www.bmw.com
bmw:ix:2025:ix_m60,bmw,BMW,ix,iX,2025,m60,M60,m60,M60,Suv,Awd,455,1015,111.5,105.2,nmc,195,11,561,459,3.6,250,Ccs2,https://www.bmw.com/en/models/bmw-i/ix/bmw-ix-highlights.html
bmw:ix:2025:ix,bmw,BMW,ix,iX,2025,xdrive50,xDrive50,,,Suv,Awd,385,765,111.5,105.2,nmc,195,11,630,497,4.4,200,Ccs2,https://www.bmw.com/en/models/bmw-i/ix/bmw-ix-highlights.html
bmw:ix:2025:ix_xdrive50,bmw,BMW,ix,iX,2025,xdrive50,xDrive50,xdrive50,xDrive50,Suv,Awd,385,765,111.5,105.2,nmc,195,11,630,497,4.4,200,Ccs2,https://www.bmw.com/en/models/bmw-i/ix/bmw-ix-highlights.html
bmw:ix1:2023:ix1,bmw,BMW,ix1,iX1,2023,xdrive30,xDrive30,,,Suv,Awd,230,,66.4,64.7,nmc,130,11,438,,5.6,180,Ccs2,https://www.bmw.com
bmw:ix1:2024:ix1,bmw,BMW,ix1,iX1,2024,xdrive30,xDrive30,,,Suv,Awd,230,,66.4,64.7,nmc,130,11,438,346,5.6,180,Ccs2,https://www.bmw.com
bmw:ix1:2025:ix1,bmw,BMW,ix1,iX1,2025,xdrive30,xDrive30,,,Suv,Awd,230,,66.4,64.7,nmc,130,11,438,352,5.6,180,Ccs2,https://www.bmw.com
bmw:ix2:2024:ix2,bmw,BMW,ix2,iX2,2024,xdrive30,xDrive30,,,Suv,Awd,230,,66.4,64.7,nmc,130,11,449,,5.6,180,Ccs2,https://www.bmw.com
bmw:ix2:2025:ix2,bmw,BMW,ix2,iX2,2025,xdrive30,xDrive30,,,Suv,Awd,230,,66.4,64.7,nmc,130,11,449,,5.6,180,Ccs2,https://www.bmw.com
bmw:ix3:2023:ix3,bmw,BMW,ix3,iX3,2023,ix3,iX3,,,Suv,Rwd,210,,80,74,nmc,155,11,461,,6.8,180,Ccs2,https://www.bmw.com
bmw:ix3:2024:ix3,bmw,BMW,ix3,iX3,2024,ix3,iX3,,,Suv,Rwd,210,,80,74,nmc,155,11,461,,6.8,180,Ccs2,https://www.bmw.com
byd:dolphin:2023:dolphin_extended_range,byd,BYD,dolphin,Dolphin,2023,premium,Premium,extended_range,Extended Range,PassengerCar,Fwd,150,,60.48,60,lfp,80,11,427,,7,160,Ccs2,https://www.byd.com/au/car/dolphin|https://evcentral.com.au/
byd:dolphin:2023:dolphin,byd,BYD,dolphin,Dolphin,2023,standard,Standard,,,PassengerCar,Fwd,70,,44.9,44,lfp,60,7,340,,10.9,150,Ccs2,https://www.byd.com/br|https://www.byd.com/eu/car/dolphin.html|https://www.byd.com/en/car/dolphin|https://www.byd.com/de/car/dolphin|https://www.byd.com/au/car/dolphin|https://www.byd.com/cn/car/dolphin
byd:dolphin:2024:dolphin_boost,byd,BYD,dolphin,Dolphin,2024,boost,Boost,boost,Boost,PassengerCar,Fwd,130,,44.9,44,lfp,60,7,310,,7.5,160,Ccs2,https://www.byd.com/uk/car/dolphin|https://www.drive-electric.co.uk/byd/dolphin/
byd:dolphin:2024:dolphin_extended_range,byd,BYD,dolphin,Dolphin,2024,comfort,Comfort,extended_range,Extended Range,PassengerCar,Fwd,150,,60.48,60,lfp,88,11,427,,7,160,Ccs2,https://www.byd.com/eu/car/dolphin.html|https://ev-database.org/car/1766/BYD-Dolphin-604-kWh
byd:dolphin:2024:dolphin,byd,BYD,dolphin,Dolphin,2024,standard,Standard,,,PassengerCar,Fwd,70,,44.9,44,lfp,60,7,340,,10.9,150,Ccs2,https://www.byd.com/br|https://www.byd.com/eu/car/dolphin.html|https://www.byd.com/en/car/dolphin|https://www.byd.com/de/car/dolphin|https://www.byd.com/au/car/dolphin|https://www.byd.com/cn/car/dolphin
byd:dolphin:2025:dolphin_boost,byd,BYD,dolphin,Dolphin,2025,boost,Boost,boost,Boost,PassengerCar,Fwd,130,,44.9,44,lfp,60,7,310,,7.5,160,Ccs2,https://www.byd.com/uk/car/dolphin
byd:dolphin:2025:dolphin_extended_range,byd,BYD,dolphin,Dolphin,2025,premium,Premium,extended_range,Extended Range,PassengerCar,Fwd,150,,60.48,60,lfp,88,11,427,,7,160,Ccs2,https://www.byd.com/eu/car/dolphin.html|https://www.byd.com/au/car/dolphin
byd:dolphin:2025:dolphin,byd,BYD,dolphin,Dolphin,2025,standard,Standard,,,PassengerCar,Fwd,70,,44.9,44,lfp,60,7,340,,10.9,150,Ccs2,https://www.byd.com/br|https://www.byd.com/eu/car/dolphin.html|https://www.byd.com/en/car/dolphin|https://www.byd.com/de/car/dolphin|https://www.byd.com/au/car/dolphin|https://www.byd.com/cn/car/dolphin
byd:dolphin_mini:2023:dolphin_mini_plus,byd,BYD,dolphin_mini,Dolphin Mini,2023,plus,Plus,plus,Plus,PassengerCar,Fwd,55,,38.88,38,lfp,40,6.6,,,,130,GbTDc,https://www.byd.com/cn/car/seagull|https://pushevs.com/
byd:dolphin_mini:2023:dolphin_mini,byd,BYD,dolphin_mini,Dolphin Mini,2023,standard,Standard,,,PassengerCar,Fwd,55,,30.08,29.5,lfp,30,6.6,,,,130,GbTDc,https://www.byd.com/cn/car/seagull|https://www.topelectricsuv.com/byd-seagull/
byd:dolphin_mini:2024:dolphin_mini_plus_5_seats,byd,BYD,dolphin_mini,Dolphin Mini,2024,plus,Plus,plus_5_seats,Plus 5 Seats,PassengerCar,Fwd,55,,38.88,38,lfp,40,6.6,,,,130,Ccs2,https://www.byd.com/br|https://en.wikipedia.org/wiki/BYD_Dolphin_Mini
byd:dolphin_mini:2024:dolphin_mini_plus,byd,BYD,dolphin_mini,Dolphin Mini,2024,plus,Plus,plus,Plus,PassengerCar,Fwd,55,,38.88,38,lfp,40,6.6,,,,130,Ccs2,https://www.byd.com/br|https://www.carsales.com.au/
byd:dolphin_mini:2024:dolphin_mini,byd,BYD,dolphin_mini,Dolphin Mini,2024,standard,Standard,,,PassengerCar,Fwd,55,,30.08,29.5,lfp,30,6.6,,,,130,Ccs2,https://www.byd.com/br|https://www.byd.com/mx
byd:dolphin_mini:2025:dolphin_mini_plus_5_seats,byd,BYD,dolphin_mini,Dolphin Mini,2025,plus,Plus,plus_5_seats,Plus 5 Seats,PassengerCar,Fwd,55,,38.88,38,lfp,40,6.6,,,,130,Ccs2,https://www.byd.com/br
byd:dolphin_mini:2025:dolphin_mini_plus,byd,BYD,dolphin_mini,Dolphin Mini,2025,plus,Plus,plus,Plus,PassengerCar,Fwd,55,,38.88,38,lfp,40,6.6,,,,130,Ccs2,https://www.byd.com/br
byd:dolphin_mini:2025:dolphin_mini,byd,BYD,dolphin_mini,Dolphin Mini,2025,standard,Standard,,,PassengerCar,Fwd,55,,30.08,29.5,lfp,30,6.6,,,,130,Ccs2,https://www.byd.com/br|https://cnevpost.com/
byd:han:2023:han,byd,BYD,han,Han,2023,flagship,Flagship,,,PassengerCar,Awd,380,700,85.4,85.4,lfp,120,7,521,,3.9,180,Ccs2,https://www.byd.com/eu/car/han
byd:han:2024:han,byd,BYD,han,Han,2024,flagship,Flagship,,,PassengerCar,Awd,380,700,85.4,85.4,lfp,120,7,521,,3.9,180,Ccs2,https://www.byd.com/eu/car/han
byd:han:2025:han,byd,BYD,han,Han,2025,flagship,Flagship,,,PassengerCar,Awd,380,700,85.4,85.4,lfp,120,7,521,,3.9,180,Ccs2,https://www.byd.com/eu/car/han
byd:king:2024:king,byd,BYD,king,King,2024,gls,GLS,,,Suv,Fwd,160,330,71.8,71,lfp,90,11,520,,7.9,175,Ccs2,https://www.byd.com/br|https://www.byd.com/cn|https://www.byd.com/mx
byd:king:2024:king_awd,byd,BYD,king,King,2024,gls,GLS,awd,AWD,Suv,Awd,380,680,71.8,71,lfp,90,11,520,,4.3,180,Ccs2,https://www.byd.com/br|https://www.byd.com/cn
byd:king:2025:king,byd,BYD,king,King,2025,gs,GS,,,Suv,Fwd,173,325,18.3,18.3,lfp,,3.3,,,7.3,185,Type2,https://www.byd.com/br/cars/king
byd:king:2025:king_awd,byd,BYD,king,King,2025,premium,Premium,awd,AWD,Suv,Awd,240,550,26.6,26.6,lfp,,6.6,,,5.2,180,Type2,https://www.byd.com/br/cars/song-plus
byd:seal:2023:seal_premium,byd,BYD,seal,Seal,2023,premium,Premium,premium,Premium,PassengerCar,Rwd,230,360,82.56,82.56,lfp,150,11,570,,5.9,180,Ccs2,https://bydautomotive.com.au/new-seal/specs
